Plant Name,Developer Name,Capacity (MW),Date of Operation,County,State,Balancing Authority
Route 66 Wind Plant,null,150,01/08/2015,Carson,TX,ERCO
Buckeye Wind Energy Center,null,200.5,01/08/2015,Ellis,KS,SWPP
Red Horse 2,null,30,01/08/2015,Cochise,AZ,TEPC
Highland Wind Project (IA),null,89.1,01/08/2015,O'Brien,IA,MISO
Pilot Hill Wind Farm,null,175,01/08/2015,Kankakee,IL,PJM
Balko Wind LLC,null,299.7,01/08/2015,Beaver,OK,SWPP
Breckinridge Wind Project LLC,null,98.8,01/08/2015,Garfield,OK,SWPP
Border Winds Wind Farm,null,150,01/08/2015,Rolette,ND,MISO
Pleasant Valley Wind Farm,null,200,01/08/2015,Mower,MN,MISO
Logans Gap Wind LLC,null,200.1,01/08/2015,Comanche,TX,ERCO
Highland Wind Project (IA),null,100.8,01/07/2015,O'Brien,IA,MISO
Rattlesnake Den,null,207.2,01/07/2015,Glasscock,TX,ERCO
"Osage Wind, LLC",null,150.4,01/06/2015,Osage,OK,AECI
Highland Wind Project (IA),null,16.4,01/06/2015,O'Brien,IA,MISO
Rising Tree Wind Farm III,null,99,01/06/2015,Kern,CA,CISO
Longhorn Wind,null,200,01/05/2015,Briscoe,TX,ERCO
Beethoven Wind,null,80,01/05/2015,Bon Homme,SD,SWPP
Stephens Ranch Wind Energy LLC,null,165,01/04/2015,Borden,TX,ERCO
Los Vientos Windpower III,null,200,01/04/2015,Starr,TX,ERCO
Mesquite Creek Wind,null,211.2,01/04/2015,Dawson,TX,ERCO
TX Jumbo Road Wind,null,299.7,01/04/2015,Deaf Smith,TX,ERCO
Green Pastures Wind I,null,150,01/04/2015,Baylor,TX,ERCO
Hoopeston Wind LLC,null,98,01/03/2015,Vermilion,IL,MISO
GE-Lubbock,null,2.8,01/02/2015,Lubbock,TX,SWPP
Rising Tree Wind Farm,null,79.2,01/01/2015,Kern,CA,CISO
Keechi Wind,null,110,01/01/2015,Jack,TX,ERCO
Bison 4 Wind Energy Center,null,205,01/01/2015,Morton,ND,MISO
Carroll Area Wind Farm,null,20.7,01/01/2015,Carroll,IA,MISO
Rising Tree Wind Farm II,null,19.8,01/01/2015,Kern,CA,CISO
Baffin Wind,null,188,01/12/2014,Kenedy,TX,ERCO
Stephens Ranch Wind Energy LLC,null,211,01/12/2014,Borden,TX,ERCO
Echo Wind Park,null,62.4,01/12/2014,Huron,MI,MISO
Headwaters Wind Farm LLC,null,200,01/12/2014,Randolph,IN,PJM
Tucannon River Wind Farm,null,266.8,01/12/2014,Columbia,WA,PGE
"Grandview Wind Farm, LLC",null,211.2,01/12/2014,Carson,TX,ERCO
Saddleback Ridge Wind Farm,null,8.5,01/12/2014,Franklin,ME,ISNE
Spring Canyon Expansion Wind Energy Ctr,null,28.6,01/12/2014,Logan,CO,PSCO
TX Hereford Wind,null,200,01/12/2014,Deaf Smith,TX,ERCO
Cross Winds Energy Park,null,111,01/12/2014,Tuscola,MI,MISO
Macksburg Wind Project,null,119.6,01/12/2014,Madison,IA,MISO
Wellsburg Wind Project,null,140.8,01/12/2014,Grundy,IA,MISO
"Big Turtle Wind Farm, LLC",null,20,01/12/2014,Huron,MI,MISO
Fourmile Ridge,null,40,01/12/2014,Garrett,MD,PJM
Beebe 1B,null,50.4,01/12/2014,Gratiot,MI,MISO
Anderson Wind I,null,5,01/12/2014,Chaves,NM,SWPP
Anderson Wind II,null,10,01/12/2014,Chaves,NM,SWPP
Mammoth Plains,null,226.1,01/12/2014,Dewey,OK,SWPP
Seiling Wind I,null,199,01/12/2014,Dewey,OK,SWPP
Seiling Wind II,null,98.6,01/12/2014,Dewey,OK,SWPP
Oak Tree Energy,null,19.5,01/12/2014,Clark,SD,SWPP
Palo Duro Wind,null,282.3,01/12/2014,Ochiltree,TX,SWPP
Pattern Panhandle Wind 2 LLC,null,181.7,01/11/2014,Carson,TX,ERCO
Marsh Hill Wind Farm,null,16.2,01/11/2014,Steuben,NY,NYIS
Origin Wind,null,150,01/11/2014,Murray,OK,SWPP
City of Soledad Water Reclamation,null,1,01/11/2014,Monterey,CA,CISO
Taylor Farms,null,1,01/11/2014,Monterey,CA,CISO
Anheuser-Busch #2,null,1.6,01/11/2014,Solano,CA,CISO
Spring Canyon Expansion Wind Energy Ctr,null,34,01/10/2014,Logan,CO,PSCO
"Broken Bow Wind II, LLC",null,73.1,01/10/2014,Custer,NE,SWPP
Windthorst-2,null,67.6,01/09/2014,Archer,TX,ERCO
"Valentine Wind, LLC",null,1.9,01/09/2014,Cherry,NE,SWPP
Miami Wind Energy Center,null,288.6,01/08/2014,Roberts,TX,ERCO
Lundgren Wind Project,null,251,01/08/2014,Webster,IA,MISO
Limon III Wind LLC,null,200.6,01/08/2014,Lincoln,CO,PSCO
Pattern Panhandle Wind LLC,null,218,01/07/2014,Carson,TX,ERCO
Spinning Spur Wind II,null,161,01/07/2014,Oldham,TX,ERCO
Golden Acorn Casino,null,1,01/07/2014,San Diego,CA,CISO
Pantex,null,11.5,01/06/2014,Carson,TX,SWPP
Two Dot Wind Farm,null,9.7,01/06/2014,Wheatland,MT,NWMT
Prairie Breeze,null,206.5,01/05/2014,Antelope,NE,SWPP
Fairfield Wind,null,10,01/05/2014,Teton,MT,NWMT
GE-Lubbock,null,2.5,01/04/2014,Lubbock,TX,SWPP
Lakeswind Power Partners,null,51.8,01/03/2014,Clay,MN,MISO
Broadview Energy Prime LLC,null,9.9,01/02/2014,Curry,NM,SWPP
Broadview Energy Prime 2 LLC,null,9.9,01/02/2014,Curry,NM,SWPP
Brookfield,null,74.8,01/02/2014,Huron,MI,MISO
Echo Wind Park,null,49.6,01/01/2014,Huron,MI,MISO
Alta Wind X,null,138,01/01/2014,Kern,CA,CISO
Alta Wind XI,null,90,01/01/2014,Kern,CA,CISO
Cape Cod Air Force Station - 6 SWS,null,1.7,01/01/2014,Barnstable,MA,ISNE
Cape Cod Air Force Station - 6 SWS,null,1.7,01/01/2014,Barnstable,MA,ISNE
Vienna Wind Farm,null,44.6,01/12/2013,Marshall,IA,MISO
Goldthwaite Wind Energy Facility,null,150,01/12/2013,Mills,TX,ERCO
Buffalo Dunes Wind Project,null,249.8,01/12/2013,Haskell,KS,SWPP
Pheasant Run Wind LLC,null,74.8,01/12/2013,Huron,MI,MISO
RP Wind,null,3.4,01/12/2013,Logan,OH,PJM
Stony Creek Wind Farm NY,null,94.4,01/11/2013,Wyoming,NY,NYIS
Tuscola Wind II LLC,null,100.3,01/11/2013,Tuscola,MI,MISO
Dept of Corrections NCCI Wind,null,1.7,01/11/2013,Worcester,MA,ISNE
Dept of Corrections NCCI Wind,null,1.7,01/11/2013,Worcester,MA,ISNE
Fort Hays State University Wind Farm,null,2,01/11/2013,Ellis,KS,SWPP
Fort Hays State University Wind Farm,null,2,01/11/2013,Ellis,KS,SWPP
Huerfano River Wind,null,2,01/10/2013,Huerfano,CO,WACM
Huerfano River Wind,null,2,01/10/2013,Huerfano,CO,WACM
Huerfano River Wind,null,2,01/10/2013,Huerfano,CO,WACM
Huerfano River Wind,null,2,01/10/2013,Huerfano,CO,WACM
Steele Flats Wind Project LLC,null,74.8,01/10/2013,Jefferson,NE,SWPP
Colorado Highlands Wind,null,25.1,01/09/2013,Logan,CO,WACM
Delta Wind Farm,null,0.9,01/09/2013,Southeast Fairbanks,AK,null
Snake River,null,0.9,01/07/2013,Nome,AK,null
Snake River,null,0.9,01/07/2013,Nome,AK,null
Haviland Plastic Products,null,1.5,01/06/2013,Paulding,OH,PJM
Haviland Plastic Products,null,1.5,01/05/2013,Paulding,OH,PJM
Haviland Plastic Products,null,1.5,01/05/2013,Paulding,OH,PJM
Eva Creek Wind,null,24.6,01/01/2013,Denali,AK,null
Colorado Highlands Wind,null,71,01/12/2012,Logan,CO,WACM
Big Blue,null,36,01/12/2012,Faribault,MN,MISO
New England Wind LLC,null,28.5,01/12/2012,Berkshire,MA,ISNE
Ryegrass Windfarm,null,23,01/12/2012,Elmore,ID,IPCO
Hammett Hill Windfarm,null,23,01/12/2012,Elmore,ID,IPCO
Mainline Windfarm,null,23,01/12/2012,Elmore,ID,IPCO
Desert Meadow Windfarm,null,23,01/12/2012,Elmore,ID,IPCO
Cold Springs Windfarm,null,23,01/12/2012,Elmore,ID,IPCO
Two Ponds Windfarm,null,23,01/12/2012,Elmore,ID,IPCO
Manzana Wind LLC,null,189,01/12/2012,Kern,CA,CISO
Ocotillo Express LLC,null,265.4,01/12/2012,Imperial,CA,CISO
Palouse,null,105.3,01/12/2012,Whitman,WA,AVA
Broken Bow Wind LLC,null,79.9,01/12/2012,Custer,NE,SWPP
Prairie Rose Wind Farm,null,200,01/12/2012,Rock,MN,MISO
Shiloh IV Wind Project LLC,null,102.5,01/12/2012,Solano,CA,CISO
Los Vientos Wind 1A,null,200,01/12/2012,Cameron,TX,ERCO
Los Vientos Wind 1B,null,201.6,01/12/2012,Cameron,TX,ERCO
Mehoopany Wind Energy LLC,null,140.8,01/12/2012,Wyoming,PA,PJM
Bison 2 Wind Energy Center,null,105,01/12/2012,Morton,ND,MISO
Bison 3 Wind Energy Center,null,105,01/12/2012,Morton,ND,MISO
Franklin County Wind Farm,null,99,01/12/2012,Franklin,IA,MISO
Sigel Wind Park,null,64,01/12/2012,Huron,MI,MISO
Minden Wind Park,null,32,01/12/2012,Sanilac,MI,MISO
McKinley Wind Park,null,14.4,01/12/2012,Huron,MI,MISO
"Wildcat Wind Farm I, LLC",null,200,01/12/2012,Tipton,IN,PJM
Howard Wind Farm,null,4.1,01/12/2012,Steuben,NY,NYIS
Musselshell Wind Project,null,10,01/12/2012,Wheatland,MT,NWMT
Musselshell Wind Project Two LLC,null,10,01/12/2012,Wheatland,MT,NWMT
Bobcat Bluff Wind Project LLC,null,161,01/12/2012,Archer,TX,ERCO
Senate Wind LLC,null,150,01/12/2012,Jack,TX,ERCO
Canadian Hills Wind,null,293.7,01/12/2012,Canadian,OK,SWPP
NaturEner Rim Rock Energy,null,189,01/12/2012,Toole,MT,WWA
Auwahi Wind Energy Hybrid,null,24,01/12/2012,Maui,HI,null
Twin Ridges Wind Farm,null,139.4,01/12/2012,Somerset,PA,PJM
Patton Wind Farm,null,30,01/12/2012,Cambria,PA,PJM
"Anacacho Wind Farm, LLC",null,99.8,01/12/2012,Kinney,TX,ERCO
California Ridge Wind Energy LLC,null,217,01/12/2012,Vermilion,IL,MISO
High Mesa,null,40,01/12/2012,Twin Falls,ID,IPCO
Beebe 1A,null,81.6,01/12/2012,Gratiot,MI,MISO
Whitetail,null,92,01/12/2012,Webb,TX,ERCO
Chisholm View Wind Project,null,235.2,01/12/2012,Garfield,OK,SWPP
Community Wind South,null,30,01/12/2012,Nobles,MN,MISO
BayWa r.e Mozart LLC,null,30,01/12/2012,Kent,TX,ERCO
Foundation Cemex River Plant,null,1.6,01/12/2012,San Bernardino,CA,CISO
Foundation Cemex River Plant,null,1.6,01/12/2012,San Bernardino,CA,CISO
Foundation Cemex BMQ,null,1.5,01/12/2012,San Bernardino,CA,CISO
Foundation Cemex BMQ,null,1.5,01/12/2012,San Bernardino,CA,CISO
Foundation Superior Farms,null,1,01/12/2012,Solano,CA,CISO
Meadow Creek Project Company,null,119.7,01/12/2012,Bonneville,ID,PACE
Foundation RRM,null,1,01/12/2012,Riverside,CA,CISO
Foundation RRM,null,1,01/12/2012,Riverside,CA,CISO
Foundation NWNA,null,1.6,01/12/2012,Riverside,CA,CISO
Foundation NWNA,null,1.6,01/12/2012,Riverside,CA,CISO
Groton Wind LLC,null,48,01/12/2012,Grafton,NH,ISNE
North Sky River Energy LLC,null,162,01/12/2012,Kern,CA,CISO
Cirrus Wind 1 LLC,null,61.2,01/12/2012,Lynn,TX,SWPP
"Minco Wind III, LLC",null,100.8,01/12/2012,Caddo,OK,SWPP
"NextEra-Blackwell Wind, LLC",null,59.8,01/12/2012,Kay,OK,SWPP
Spion Kop Wind Farm,null,40,01/12/2012,Judith Basin,MT,NWMT
Wagner Wind LLC,null,6,01/12/2012,Riverside,CA,CISO
Georgia Mountain Community Wind Farm,null,10,01/12/2012,Chittenden,VT,ISNE
Tuscola Bay Wind,null,120,01/12/2012,Tuscola,MI,MISO
Blue Summit Wind LLC,null,135.4,01/12/2012,Wilbarger,TX,ERCO
Swauk Wind LLC,null,4.3,01/12/2012,Kittitas,WA,PSEI
Equity Industrial Turbines,null,4,01/12/2012,Essex,MA,ISNE
Galactic Wind,null,9.9,01/12/2012,Dane,WI,MISO
Waxdale,SC Johnson,1.5,01/12/2012,Racine,WI,MISO
Waxdale,SC Johnson,1.5,01/12/2012,Racine,WI,MISO
Marble River Wind Farm,null,215.3,01/11/2012,Clinton,NY,NYIS
Crofton Bluffs Wind LLC,null,40,01/11/2012,Knox,NE,SWPP
Minonk Wind Farm,null,200,01/11/2012,Woodford,IL,PJM
Kawailoa Wind,null,69,01/11/2012,Honolulu,HI,null
Cimarron Wind Energy LLC,null,165.6,01/11/2012,Gray,KS,SWPP
Pinyon Pine I,null,168,01/11/2012,Kern,CA,CISO
Pinyon Pine II,null,132,01/11/2012,Kern,CA,CISO
Vienna Wind Farm,null,105.6,01/11/2012,Marshall,IA,MISO
Harvest 2,null,59.4,01/11/2012,Huron,MI,MISO
Spinning Spur Wind LLC,null,161,01/11/2012,Oldham,TX,SWPP
Kingdom Community Wind,null,65,01/11/2012,Orleans,VT,ISNE
Lake Winds Energy Park,null,100.8,01/11/2012,Mason,MI,MISO
Limon Wind I,null,200,01/11/2012,Lincoln,CO,PSCO
Limon Wind II,null,200,01/11/2012,Lincoln,CO,PSCO
Ensign Wind LLC,null,98.9,01/11/2012,Gray,KS,SWPP
Bull Hill Wind Project,null,34.5,01/10/2012,Hancock,ME,ISNE
Flat Ridge 2 Wind Energy LLC,null,470.4,01/10/2012,Kingman,KS,SWPP
Hawkeye Wind Farm,null,35,01/10/2012,Bremer,IA,MISO
Morning Light Wind Farm,null,110.9,01/10/2012,Adair,IA,MISO
Spearville 3 LLC,null,108,01/10/2012,Ford,KS,SWPP
Busch Ranch Wind Energy,null,29,01/10/2012,Huerfano,CO,PSCO
Bishop Hill II Wind Farm,null,81,01/10/2012,Henry,IL,MISO
Camelot Wind LLC,null,1.5,01/10/2012,Plymouth,MA,ISNE
"Euclid Farm, Stamco N-54",null,1,01/10/2012,Cuyahoga,OH,PJM
NBC Field's Point Wind Farm,null,4.5,01/10/2012,Providence,RI,ISNE
Pillar Mountain Wind Project Microgrid,null,4.5,01/09/2012,Kodiak Island,AK,null
Waverly Community Wind Project,null,0.9,01/09/2012,Bremer,IA,MISO
"Post Rock Wind Power Project, LLC",null,201,01/09/2012,Ellsworth,KS,SWPP
Laurel Hill Wind,null,69,01/09/2012,Lycoming,PA,PJM
Magic Valley Wind Farm I LLC,null,203,01/09/2012,Willacy,TX,ERCO
Eclipse Wind Farm,null,207.1,01/09/2012,Guthrie,IA,MISO
Shooting Star,null,104,01/09/2012,Kiowa,KS,SWPP
Heritage Garden Wind Farm I LLC,null,28,01/09/2012,Delta,MI,MISO
Foundation Wal-Mart Red Bluff,null,1,01/09/2012,Tehama,CA,CISO
Fire Island Wind,null,18,01/09/2012,Anchorage,AK,null
Spring Valley Wind Project,null,150,01/08/2012,White Pine,NV,NEVP
Ironwood Wind,null,167.9,01/08/2012,Ford,KS,SWPP
Pacific Wind LLC,null,151.7,01/08/2012,Kern,CA,CISO
Rippey Wind Farm,null,50,01/08/2012,Greene,IA,MISO
Fontanelle,null,1.6,01/08/2012,Adair,IA,MISO
"Horse Butte Wind I, LLC",null,57.6,01/08/2012,Bonneville,ID,BPAT
Rocky Ridge Wind Project,null,148.8,01/08/2012,Kiowa,OK,SWPP
Foundation Cemex Madison,null,1,01/08/2012,Yolo,CA,CISO
Majestic II Wind,null,79.6,01/08/2012,Carson,TX,SWPP
Cumberland Rose,null,1.6,01/08/2012,Adair,IA,MISO
Greenfield Wind,null,1.6,01/08/2012,Adair,IA,MISO
Sky Volt,null,1.6,01/08/2012,Adair,IA,MISO
South Hurlburt Wind LLC,null,290,01/07/2012,Gilliam,OR,BPAT
Horseshoe Bend Wind LLC,null,290,01/07/2012,Gilliam,OR,BPAT
Wildcat Wind,null,27.3,01/07/2012,Lea,NM,SWPP
Meadow Ridge,null,1.6,01/07/2012,Adair,IA,MISO
Bayonne MUA- Leitner-Poma Wind Turbine,null,1.5,01/07/2012,Hudson,NJ,PJM
Kaheawa Wind Power II LLC,null,21,01/06/2012,Maui,HI,null
Bishop Hill Energy LLC,null,200,01/06/2012,Henry,IL,PJM
Cimarron Windpower II,null,131,01/06/2012,Gray,KS,SWPP
Heartland Community College,Unable to find,1.7,01/06/2012,McLean,IL,MISO
Kotzebue Hybrid,null,0.9,01/05/2012,NORTHWEST ARCTIC,AK,null
Kotzebue Hybrid,null,0.9,01/05/2012,NORTHWEST ARCTIC,AK,null
Dempsey Ridge Wind Farm,null,132,01/05/2012,Roger Mills,OK,SWPP
Mustang Hills LLC,null,150,01/05/2012,Kern,CA,CISO
Shady Oaks Wind Farm,null,109.5,01/05/2012,Lee,IL,PJM
Cashton Greens Wind Farm,null,5,01/05/2012,Monroe,WI,MISO
Wiota,null,1.6,01/05/2012,Cass,IA,MISO
Gratiot County Wind LLC,null,110.4,01/05/2012,Gratiot,MI,MISO
South Chestnut LLC,null,50.4,01/04/2012,Fayette,PA,PJM
Fairhaven Wind,null,3,01/04/2012,Bristol,MA,ISNE
Solano Wind,Sacramento Municipal Utility District,128,01/04/2012,Solano,CA,CISO
Cooper Farms VW Project,null,4.5,01/03/2012,Van Wert,OH,PJM
Brookfield Tehachapi 1,null,102,01/03/2012,Kern,CA,CISO
Highland North Wind Farm,null,75,01/03/2012,Cambria,PA,PJM
Junction Hilltop Wind Farm,null,8,01/03/2012,Greene,IA,MISO
WED NK Green,null,1.5,01/03/2012,Washington,RI,ISNE
Scituate Wind,null,1.5,01/03/2012,Plymouth,MA,ISNE
Lower Snake River Wind Energy Project,null,342.7,01/02/2012,Garfield,WA,BPAT
Sandy Ridge Wind Farm,null,50,01/02/2012,Blair,PA,PJM
Mountain View IV,null,49,01/02/2012,Riverside,CA,CISO
DeWind Frisco,null,20,01/02/2012,Hansford,TX,SWPP
North Hurlburt Wind LLC,null,265,01/02/2012,Gilliam,OR,BPAT
Windstar 1,null,120,01/02/2012,Kern,CA,CISO
Pocahontas Prairie Wind Farm,null,80,01/02/2012,Pocahontas,IA,MISO
Granite Reliable Power,null,99,01/02/2012,Coos,NH,ISNE
"631-56 Airport Owner, LLC",null,2,01/02/2012,Bristol,MA,ISNE
Bison I Wind Energy Center,null,45,01/01/2012,Morton,ND,MISO
Steel Winds II,null,15,01/01/2012,Erie,NY,NYIS
Crossroads Wind Farm,null,227.5,01/01/2012,Dewey,OK,SWPP
Record Hill Wind,null,50.6,01/01/2012,Oxford,ME,ISNE
Henkel U.S. Operations Corporation,null,1.7,01/01/2012,Ontario,NY,NYIS
Henkel U.S. Operations Corporation,null,1.7,01/01/2012,Ontario,NY,NYIS
Montezuma Wind II,null,78.2,01/01/2012,Solano,CA,CISO
Gordon Butte Wind LLC,null,9.6,01/01/2012,Meagher,MT,NWMT
Alta Wind VIII,null,150,01/01/2012,Kern,CA,CISO
Caney River Wind Project,null,200,01/01/2012,Elk,KS,SWPP
Perrin Ranch Wind LLC,null,99.2,01/01/2012,Coconino,AZ,AZPS
San Gorgonio Windplant WPP1993,null,49.5,01/12/2011,Riverside,CA,CISO
Michigan Wind 2,null,90,01/12/2011,Sanilac,MI,MISO
Glacier Hills,null,162,01/12/2011,Columbia,WI,MISO
Chestnut Flats Wind Farm,null,38,01/12/2011,Blair,PA,PJM
Elk Wind Farm,null,40.8,01/12/2011,Delaware,IA,MISO
Blue Creek Wind Project,null,302,01/12/2011,Van Wert,OH,PJM
Laurel Wind Farm,null,123.4,01/12/2011,Marshall,IA,MISO
Rolling Hills Wind Farm,null,484.2,01/12/2011,Cass,IA,MISO
Trinity Hills,null,198,01/12/2011,Young,TX,ERCO
Shiloh III Wind Project LLC,null,102.5,01/12/2011,Solano,CA,CISO
Pinnacle Wind Force LLC,null,53.7,01/12/2011,Mineral,WV,PJM
New Harvest Wind Project LLC,null,100,01/12/2011,Crawford,IA,MISO
Blue Canyon Windpower VI LLC,null,99.8,01/12/2011,Caddo,OK,SWPP
"Pioneer Trail Wind Farm, LLC",null,150.4,01/12/2011,Iroquois,IL,MISO
Vasco Winds,null,78.2,01/12/2011,Contra Costa,CA,CISO
Power County Wind Park South,null,22.5,01/12/2011,Power,ID,PACE
Power County Wind Park North,null,22.5,01/12/2011,Power,ID,PACE
Rockland Wind Farm,null,79.2,01/12/2011,Power,ID,IPCO
Foundation IE,null,1,01/12/2011,San Bernardino,CA,CISO
Lime Wind,null,3,01/12/2011,Baker,OR,IPCO
GL Wind,null,2.5,01/12/2011,Winona,MN,MISO
GL Wind,null,2.5,01/12/2011,Winona,MN,MISO
Howard Wind Farm,null,51.3,01/12/2011,Steuben,NY,NYIS
Spruce Mountain WInd,null,20,01/12/2011,Oxford,ME,ISNE
Harbec Energy,null,0.9,01/12/2011,Wayne,NY,NYIS
MA Military Reservation Wind Project,null,1.5,01/11/2011,Barnstable,MA,ISNE
MA Military Reservation Wind Project,null,1.5,01/11/2011,Barnstable,MA,ISNE
Sherbino II,null,132,01/11/2011,Pecos,TX,ERCO
Gratiot Wind Park,null,102,01/11/2011,Gratiot,MI,MISO
Oak Glen Wind Farm,null,44,01/11/2011,Steele,MN,MISO
TPW Petersburg,null,40.5,01/11/2011,Boone,NE,SWPP
Foundation AB,null,1.5,01/11/2011,Solano,CA,CISO
Macho Springs Power I,null,50.4,01/11/2011,Luna,NM,EPE
"Minco Wind II, LLC",null,100.8,01/11/2011,Grady,OK,SWPP
Buffalo Center Wind LLC,null,1.5,01/11/2011,Mitchell,IA,MISO
NLMU Wind,null,1.5,01/11/2011,Henry,IA,MISO
Sand Point,null,0.5,01/10/2011,Aleutians East,AK,null
Sand Point,null,0.5,01/10/2011,Aleutians East,AK,null
Sheffield Wind,null,40,01/10/2011,Caledonia,VT,ISNE
Carleton College,null,1.6,01/10/2011,Rice,MN,MISO
Lakefield Wind Project LLC,null,205.5,01/10/2011,Jackson,MN,MISO
Settlers Trail Wind Farm LLC,null,150.4,01/10/2011,Iroquois,IL,MISO
Winona County Wind LLC,null,1.5,01/10/2011,Winona,MN,MISO
Sawtooth Wind Project,null,22.4,01/10/2011,Elmore,ID,IPCO
Eolos Wind Energy Research Field Station,null,2.5,01/10/2011,Dakota,MN,MISO
Charlestown Wind Turbine,null,1.5,01/10/2011,Suffolk,MA,ISNE
Luther College Wind Project,null,1.6,01/10/2011,Winneshiek,IA,MISO
Brown County Wind Turbine,null,1.5,01/09/2011,Brown,IL,MISO
Kingman 1,null,10,01/09/2011,Mohave,AZ,AZPS
Golden Spread Panhandle Wnd Rch,null,78.2,01/09/2011,Oldham,TX,SWPP
Windwalkers LLC,null,1.6,01/09/2011,Worth,IA,MISO
Roeder Family Wind Farm LLC,null,1.6,01/09/2011,Worth,IA,MISO
Pomeroy Wind Farm,null,29.9,01/08/2011,Pocahontas,IA,MISO
Roth Rock Wind Farm LLC,null,40,01/08/2011,Garrett,MD,PJM
